,Sentence,type
1634,"Delacourt is one of France’s best-loved authors; his last novel, My List of Desires, was translated into 47 languages and they are making a film of it. But he said he was “speechless” when he found out Johansson was suing him.",0
1635,"“I thought she would ask me to go for a coffee with her. I didn’t write a novel about a celebrity,” he said. “I wrote a real love story about women’s beauty, especially interior beauty.",0
1636,"“If an author can no longer write about the things that surround us – a brand of beer, a monument,  an actor – it’s going to be difficult to write fiction.",0
1637,“I’m not sure she’s read the novel because it hasn’t been translated yet.”,0
1638,"Emmanuelle Allibert, spokeswoman for publisher JC Lattès, said taking legal action was “crazy”. “We have never known anything like it. It is very surprising because the novel is not even about Scarlett Johansson. It is about a woman who is Scarlett Johansson’s double.”",0
1639,"The author ’s legal situation would be easier if he had published the book in the USA and not in France. Lloyd Jassin, a New York lawyer, said that the case would probably not go to court in the United States.",0
1640,"“I thought she might send me flowers because the book was a declaration of love for her, but she didn’t understand,” Delacourt said.",0
1641,"﻿Do you want your child to be good at sport, play for the school team and, maybe one day, even be in international competitions? Well, try to make sure that your child is born in November or October. A study by a top expert on children’s physical activity has found that schoolchildren born in November or October are fitter than everyone else in their class.",0
1642,"Children born in November or October were fitter, stronger and more powerful than children born in the other ten months of the year. They are especially fitter, stronger and more powerful than children with birthdays in April or June. Dr Gavin Sandercock of Essex University and his colleagues found that children born in the autumn had “a clear physical advantage” over their classmates.",0
1643,"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex. All were tested between 2007 and 2010 on three different things: stamina, handgrip strength and lower-body power. The results showed that a child’s month of birth could make big differences to their levels of fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sport.",0
1644,"November children were the fittest because they had the most stamina and power and were the second strongest. Children born in October were almost as fit – they scored highest for strength and came third for power, with December children close behind.",0
1645,"The gap in physical ability between children in the same class but born in different months was sometimes very wide. “For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April. This is a huge physical advantage,” said Sandercock. These gaps could decide who became a top-level athlete because “selection into elite sports may often depend on very small differences in a person ’s physical performance ”.",0
1646,"The study found that, when scores for the three kinds of fitness were put together, children born in April were the least fit, followed by children born in June. The findings seem to show that children born in the early months of the school year enjoy a double “autumn advantage” – we already know that they have an academic advantage and, now, they also seem to be better at sport, too.",0
1647,"The authors of the study believe that the most likely explanation is that children born in autumn get more vitamin D over the summer months towards the end of pregnancy. John Steele, chief executive of the Youth Sport Trust, said the quality of a young person ’s introduction to sport at school can be “a major factor” in their sporting development. “Children that get a high-quality first experience will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and be good at sport as they grow up”, he said.",0
1648,"UK Sport could not say if a majority of the 1,300 athletes it gives money to were born in November and October. Natalie Dunman, its head of performance, said that the differences shown in the new study were true for teenagers in junior-level competitions, but that the differences disappear before sportspeople were in adult competitions. She said: “With adult athletes, there are many factors that make a champion and we don’t think that month of birth is one of the key ingredients.”",0
1649,"﻿As soon as the children at a primary school in Stirling, Scotland, hear the words “daily mile”, they leave the classroom and start running around the school field. For three-and-a-half years, all the pupils at St Ninian’s Primary School have walked or run a mile each day. They do it at different times during the day. There has been an increase in obesity in children in the UK but none of the children at this school are overweight.",0
1650,"The daily mile has done a lot to improve these children’s fitness, behaviour and concentration in lessons so many other British schools are doing the same. Their children also get up from their desks and take 15 minutes to walk or run round the school or local park.",0
1651,"Elaine Wyllie, headteacher of St Ninian ’s, said: “I get at least two emails a day from other schools and local authorities asking how we do it. The thought of children across the country running every day because of something we’ve done is amazing.”",0
1652,"One in ten children are obese when they start school at the age of four or five, say the Health & Social Care Information Centre. And, in the summer of 2015, a study found that schoolchildren in England are more unfit than they have ever been. For this reason, primary schools can see the benefits of the daily mile. It has been introduced in schools in various parts of the UK and other schools are planning to introduce it soon. Just in Stirling, 30 schools have already started or are going to start the daily mile.",0
1653,"“Running is a good way to improve children’s fitness, and it’s free and easy. The most important thing is that the children really enjoy it. If they didn ’t enjoy it, you couldn’t continue with it.",0
1654,"They come back inside with bright eyes and rosy cheeks. It’s how children used to look,” said Wyllie. At St Ninian’s, teachers take their pupils out of lessons to the school’s playing field for their daily mile at a time that suits that day’s timetable. Only ice or very heavy rain stop them. Researchers from Stirling University have begun a study to look for evidence of the physical, cognitive and emotional benefits of the daily mile. Dr Colin Moran, who is leading the study, said: “The children don’t seem to have problems with obesity; they seem happier and teachers say they learn better. So we designed a study that tests all of these things.” They will compare St Ninian’s pupils with children from another school in Stirling where children haven’t started running yet.",0
1655,"Kevin Clelland, a primary school teacher from Leeds, visited St Ninian’s. Then, he convinced the other teachers in his school that it was a great idea. He said: “It’s such a simple thing to do but seems to have such an amazing impact. We really want to improve the fitness of our pupils.” His school is now building a running track.",0
1656,"Paralympian, Tanni Grey-Thompson, chair of ukactive, a health organization for physical activity, said: “All children need to achieve 60 active minutes every day – this can be in a lesson, on the walk to school or in the playground. It’s fantastic to see ideas like the daily mile. It shows that schools want to improve children’s fitness and their cognitive behaviour, and make a real difference to schools, teachers, parents and young people’s lives. We know sitting still kills; not sitting still helps children build skills that will help them for the rest of their lives.”",0
1657,"The Scottish government also supports the idea. A spokesperson said: “Learning in PE is improved by ideas like the daily mile, which can help parents keep their children healthy. We are pleased to see that so many Scottish schools are taking part or want to.”",0
1658,"﻿A subway system has billions of inhabitants: the bacteria of Swiss cheese and kimchi, plague and human skin. Now, for the first time, scientists have started to study the bacteria in a city’s subway – and they have found many interesting results.",0
1659,"Dr Christopher Mason, a scientist at Weill Cornell Medical College, led a team that tested the New York City subway system for 18 months. His team found meningitis at Times Square, a trace of anthrax on a train carriage and bacteria that cause plague on a rubbish bin and ticket machine at stations in uptown Manhattan.",0
1660,"The team said the findings of plague and anthrax are not serious. They said that there was only a very small trace of anthrax, that rats probably carried the plague and that no one has become ill with plague in New York for years.",0
1661,"“The results do not show that people in New York are at risk,” the study says. In fact, most of the bacteria the team found are harmless to humans.",0
1662,"Some of the results were not a surprise. They showed that people “should wash their hands”, Mason said. He also said that they found many bacteria that are helpful, like the bacteria used for making cheese.",0
1663,"All around the subway, there were bacteria from cheeses – brie, cheddar, parmesan and the mozzarella found on New York pizza. The bacteria of Swiss cheese were found in midtown Manhattan and the financial district, and the bacteria used to make kimchi and sauerkraut  showed up in the financial district and Bay Ridge.",0
1664,"Bacteria that can cause illness and infections were very common. Bacteria that cause diarrhoea and nausea, as well as E.coli, and the bacteria that can cause skin infections and urinary-tract infections were common all over the city. The scientists found bacteria that cause tetanus in Soho and bacteria that cause dysentery at a station in the Bronx and in Harlem.",0
1665,"Mason and his team collected more than 1,000 samples from all of New York’s 466 open subway stations. They found 15,152 different species, nearly half of which were bacteria.",0
1666,"The good news, they said, is that these bacteria are not spreading sickness or disease in New York and that the subway and city are as safe as everyone thought.",0
1667,"“In fact,” Mason added, “I’ve become much more confident riding the subway.”",0
1668,"Many findings made sense: stations like Grand Central and Times Square, where there are more people, had more bacteria. The Bronx, with its diverse neighbourhoods and stations, had the greatest diversity of bacteria; Staten Island, with just three stops, had the lowest diversity of bacteria.",0
1669,"The researchers found sea and fish bacteria at South Ferry, a station that flooded during Hurricane Sandy.",0
1670,"The next steps, Mason said, are studies of other cities, which have begun in Paris, São Paolo and Shanghai. They also want to do more studies of New York. He said he hoped the research would help health officials to prevent and track diseases.",0
1671,"﻿The UK prime minister, David Cameron, says he is happy about the result of the Scottish referendum. 55% of people in Scotland voted to keep the 307-year-old union with England and Wales, and 45% voted against it. The prime minister promised more devolution in Great Britain.",0
1672,"Earlier, Scotland’s first minister, Alex Salmond, said he accepted Scotland had not decided to vote for independence this time. He said the referendum was a “triumph for democratic politics” and he said he would work with the government in London in the best interests of Scotland and the rest of the UK. “We have touched sections of the community who have never before been touched by politics,” he said.",0
1673,"The yes campaign had four big successes – it won 53% of the vote in Scotland’s largest city, Glasgow, 57% in Dundee and 51% in North Lanarkshire. But the no campaign won in 28 areas. It won easily in areas where people expected it to do well, including Edinburgh, Aberdeenshire and Borders. But it also did well in areas that people said might go to the yes campaign, including the Western Isles. In total, the no campaign won 2,001,926 votes (55.3%) and the yes campaign won 1,617,989 votes (44.7%).",0
1674,"In his speech, Cameron said that there would be constitutional reforms, including in Scotland, but not until after the general election. And he said that there would be changes in England, too. “We have heard the voice of Scotland and, now, we must hear the millions of voices of England,” he said.",0
1675,"Cameron added: “The people of Scotland have spoken and it is a clear result. They have kept our country of four nations together and, like millions of other people, I am delighted. As I said during the campaign, it would have broken my heart to see our United Kingdom come to an end. So, now, it is time for our United Kingdom to come together and to move forward with a balanced settlement, fair to people in Scotland and, importantly, to everyone in England, Wales and Northern Ireland, as well.”",0
1676,"Ed Miliband, the leader of the Labour Party, said the referendum was a vote from the Scottish people for change. “We know our country needs to change. We will deliver stronger powers for a stronger Scottish parliament, a strong Scotland.” But he said that would go beyond Scotland. “We will also make changes in England, Wales, and the whole of the United Kingdom.”",0
1677,"Nick Clegg, the deputy prime minister, said a vote against independence was “not a vote against change”. “We must now deliver the radical new powers to Scotland,” he added.",0
1678,"The UK Independence Party leader, Nigel Farage, said Cameron’s offer of more devolution for England did not go far enough. “The English are 86% by population of this union. They’ve not been a part of this for the last 18 years. We still have a situation where Scottish MPs can vote in the House of Commons on English-only issues. I think what most English people want is a fair settlement,” he said.",0
1679,Cameron will try to calm tensions when he makes another statement on the result. The prime minister will explain how he will give more powers to the Scottish Parliament in Edinburgh. The prime minister wants to move fast to show that the three main UK party leaders will keep the promises they made during the referendum campaign.,0
1680,﻿SeaWorld’s profits fell by 84% and customers are staying away from the water theme park company because a film claimed that it mistreated orca whales.,0
1681,The company teaches dolphins and killer whales to do tricks in front of large crowds of people.,0
1682,It says fewer people are going to its parks and profits have reduced.,0
1683,"SeaWorld has been in the news since the 2013 documentary film Blackfish, which said that SeaWorld mistreated orca whales – this made the whales act violently and caused the deaths of three people.",0
1684,Animal rights organizations say that orcas kept in tanks die at a younger age than wild whales. SeaWorld started a national marketing campaign to show this isn’t true.,0
1685,SeaWorld has reduced ticket prices and spent $10m on a marketing campaign. But SeaWorld CEO Joel Manby said that the company still finds it difficult to convince people that it treats its whales well.,0
1686,"“We realize we have much work to do,” Manby said. Talking about the company’s reputation, he said, “Early feedback on our marketing campaign has been positive.”",0
1687,"“We will continue to fight with the facts because the facts are on our side,” he said.",0
1688,Manby joined the company as CEO in 2015 to help the company recover. He will give a presentation about his ideas for the future of the company on 6 November.,0
1689,There are already plans for a new shark exhibition in Orlando and an attraction in San Antonio that will allow customers to swim with dolphins.,0
1690,"The company’s financial report from 6 August showed that their profit in the second quarter dropped from $37.4 million in 2014 to $5.8 million in 2015. This is an 84% decrease. At the same time, the number of visitors dropped by more than 100,000 from 6.58 million to 6.48 million.",0
1691,People for the Ethical Treatment of Animals (PETA) is an organization that is against SeaWorld. Jared Goodman from PETA said: “SeaWorld has lots of problems. Animals are dying in its tanks and tens of thousands of people do not want it to build a new orca prison. Families don’t want to buy tickets to see orcas going insane inside tiny tanks and SeaWorld’s profits won’t increase until it closes its parks and builds sanctuaries by the coast.”,0
1692,"SeaWorld’s shares, which were worth $39 in 2013, fell to just under $18 in August 2015.”",0
1693,﻿The world shares him and London claims him but Stratford-upon-Avon is going to spend 2016 celebrating William Shakespeare as their man. He was born in the Warwickshire market town in 1564 and died there 400 years ago.,0
1694,"Stratford was important to Shakespeare all his life, says Paul Edmondson, the head of learning and research at the Shakespeare Birthplace Trust. “People often think Shakespeare left Stratford and his family, went to London to earn his fortune and only came back to die,” he said. “But Stratford is where he bought land and houses, where he kept his library, where he lived and read and thought. We are going to spend the year re-emphasizing the importance of Shakespeare, the man of Stratford.” The anniversary of the death of the man from Stratford, the most famous and the most performed playwright in the world, will be celebrated across Britain and the world. There will be performances of Macbeth in Singapore and Romeo and Juliet in Brussels. Shakespeare’s Globe is completing the first world tour in the history of theatre. During the tour, it has taken Hamlet to every country except North Korea. In London, they are also creating a 37-screen pop-up cinema, one screen to show each of Shakespeare’s plays.",0
1695,"The National Theatre, the Royal Shakespeare Company and almost every other theatre production company in the country will celebrate the anniversary. There will be traditional and experimental performances of the plays. There will also be hundreds of lectures, international conferences, films, concerts, operas and major exhibitions.",0
1696,"Shakespeare was famous in his own lifetime but there is little documentary evidence about Shakespeare’s life and times. His plays survived because his friends and actors collected together every bit of every play they could find and made the First Folio, published in 1623, seven years after Shakespeare’s death.",0
1697,"The actor Mark Rylance has called the First Folio his favourite book in the world and most of the surviving First Folios will be on display – including those that belong to the British and Bodleian libraries, and a copy recently discovered in France. Some of the most precious documents will be shown in an exhibition in London.",0
1698,"The exhibition, By Me, William Shakespeare, will include his will, documents from the time when Shakespeare and other actors dismantled a theatre on the north side of the Thames and rebuilt it as the Globe on the South Bank, and details of payments for performances for James I and Queen Anne. The director of the Globe Theatre recently said as a joke that Shakespeare was a true London man. But people in Stratford believe that the town made and educated Shakespeare. They are rebuilding his old school room and will open it as a visitor attraction. Shakespeare bought New Place, the second best house in the town, where he died in 1616 on 23 April, the same day as his birth. “You don’t buy a house like New Place and not live there,” Paul Edmondson said. “The general public and many academics have underestimated the importance of Stratford to Shakespeare. ”",0
1699,"Edmondson believes that, after Shakespeare bought the house in 1597, all his thinking time was spent there. He says the late plays were planned in his library and probably written there.",0
1700,"Shakespeare’s house was demolished 300 years ago. Another house was built in the same place. That house was destroyed in 1759 by a bad- tempered priest, Francis Gastrell, in an argument about taxes. He also cut down Shakespeare’s mulberry tree, under which the writer sat and worked, because he didn’t like all the tourists looking into his garden.",0
1701,"The house has never been rebuilt but they have found Shakespeare’s kitchen in the cellars. The area where the house was will be on display for the anniversary, with the foundations marked and the garden restored. “Without Stratford,” Edmondson said, “there would have been no Shakespeare. ”",0
1702,"﻿Opposition to Western Australia’s shark cull has intensified as thousands of people took to beaches across the continent to call on the state’s premier to end the policy, and RSPCA Australia and Virgin Atlantic owner Richard Branson spoke out against it. The controversial catching and killing of sharks longer than three metres began after what the state government called an “unprecedented” number of shark attacks on Western Australia’s coast, which saw a 35-year-old surfer killed in November 2013. He was the sixth person to die from a shark attack in two years.",0
1703,"However, according to the Shark Attack File, Australia as a whole has averaged one shark- related fatality a year for the last 50 years. Kate Faehrmann, a board member at the Sea Shepherd Conservation Society, said from a protest in Perth: “We’ve been saying all along that this policy won’t work. Drumlines, used to catch the sharks, are indiscriminate killers. They’ll kill sharks whether they’re one, two, three metres or more, as well as dolphins, turtles and other things. That’s why the community doesn’t want it.”",0
1704,"Thousands of people protested on Perth’s Cottesloe Beach and Sydney’s Manly Beach, as well as hundreds at Glenelg, in south- west Adelaide, and at beaches in Victoria and Queensland. Faehrmann said the protests had shown Australians wanted sharks protected: “What’s amazing is so many people in Australia love sharks. This has demonstrated something about the national psyche, that, despite Jaws, despite all the fear, people are coming out in their thousands across the country to say, 'That’s their ocean. We respect them, we love them and we don’t want them killed.'” Anthony Joyce, a surfer who once had his foot caught in a shark’s mouth, said: “The number of sharks they are going to kill is going to make no difference in the scheme of things.”",0
1705,"The state government has refused to provide a running tally of sharks killed, though there have been reports of sharks smaller than three metres being released after getting caught on drumlines, floating drums anchored to the sea bed with bait hanging on hooks beneath them. Conservationists argue there is no evidence the cull will reduce the number of shark attacks on humans, as no previous cull has solely used drumlines. Researchers at the University of Western Australia say the recent spate of shark attacks in the state may have more to do with the state having the fastest-growing population in Australia, rather than a rising number of sharks.",0
1706,"Richard Peirce, chairman of the UK-based conservation charity, the Shark Trust, said that the cull would be ineffective and potentially lure more predators towards the coast. “The activity in Western Australia is compounding the human tragedy of shark attacks. It is very sad that a government that could be seen to take positive initiatives with regards to shark – human interactions by trialling alternatives to indiscriminate killing has ignored the best advice and opted for an approach that is ineffective and counterproductive,” he said. “The indiscriminate nature of drumlines is often overlooked – even if monitored through the day, leaving the lines in overnight has the potential to attract other predators into the area, attracted by those sharks and other species hooked and injured.”",0
1707,"Globally, in 2012, there were 80 unprovoked attacks by sharks, seven of which proved fatal, compared to nearly 100m sharks killed by humans each year. RSPCA Australia released a statement saying it believes the cull is unjustified. “There is no evidence that the increase in attacks is a result of increasing shark numbers. Rather, it is consistent with a changing population and human behaviour; that is, there are greater numbers of people in the water,” it said.",0
1708,"Richard Branson told Fairfax Radio the policy was backfiring. “I’m sure one of the reasons Western Australia Premier, Colin Barnett, did it was because he was thinking it would encourage tourism. It’s going to do quite the reverse, I think. You’re advertising a problem that doesn’t exist in a major way and you’re deterring people from wanting to come to Perth and your beautiful countryside around it. All you’re going to achieve, I think, is to worry people unnecessarily.”",0
1709,"﻿Noise from ships may disturb animals such as killer whales and dolphins much more than we thought before. New research shows that underwater noise could stop these animals communicating and make it more difficult for them to find food. It is well known that noise from ships disturbs large whales. But, US researchers have found noise also disturbs smaller sea creatures such as killer whales, also known as orcas. Dolphins and porpoises may have the same problems.",0
1710,"“The main problem is that even a small increase in sound may make it more difficult for whales to find food using echo,” said Scott Veirs, who led the research. “That’s worrying because their food, a kind of salmon, is already quite scarce. Hearing a salmon’s click is probably one of the most difficult things a killer whale does. It is harder to hear that click if there’s a lot of noise around you.”",0
1711,"The researchers used underwater microphones to measure the noise made by about 1,600 ships as they passed through Haro Strait, in Washington State, USA. The two-year study recorded the sound made by 12 different types of ship, including cruise ships, container ships and military ships, that passed through the strait about 20 times a day.",0
1712,"Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air – about the sound of a loud rock concert. Whales are not usually right next to ships and so would hear noise of about 60 to 90 decibels – around the level of a vacuum cleaner.",0
1713,"Veirs said scientists already knew about the effect of underwater noise on large whales. But, the new research shows the danger to smaller whales, dolphins and porpoises. “We think that ships make low-frequency noise, like the sound of lorries or trains,” he said. “Most noise is at that low frequency but there is more background noise in the high frequencies, too. This might be causing a big problem that we need to study more.”",0
1714,"Lots of underwater noise can cause many problems. Whales may have to stay closer together to hear each other. And, if they cannot find food easily, they will need to use their extra blubber. This is a problem because this blubber often contains manmade pollutants that are poisonous to whales if they get into their bodies.",0
1715,"Veirs said ships that pass near whales need to be quieter. “It should be easy to reduce noise pollution,” he said. “Military ships are much quieter and there could be simple ways of using that technology on normal ships. Another way to reduce noise is to slow down. Reducing speed by six knots could decrease noise by half.”",0
1716,"Some whale species are safer now because there is less whaling but other types of whale are still in danger for many different reasons. The US has recently protected nearly 40,000 square miles of the Atlantic to save a species of whale with just 500 individuals left.",0
1717,"In Europe, killer whales have dangerously high levels of illegal chemicals in their blubber. Scientists are still trying to find out if pollutants caused the deaths of five whales that were found on beaches on the east coast of Britain in January 2016. And, around the coast of Australia, whales are in danger from oil and gas drilling, as well as Japan’s recent decision to start whaling again in the seas of Antarctica.",0
1718,﻿The researchers were surprised by what people would do to avoid the task. What was the task? To sit in a chair and do nothing but think.,0
1719,Some people found it so unbearable that they gave themselves mild electric shocks to stop the boredom.,0
1720,Two-thirds of men pressed a button that gave them a painful shock during a 15-minute period of solitude. A quarter of women also pressed the shock button.,0
1721,The report from psychologists at Virginia and Harvard Universities looks at the question of why most of us find it so hard to do nothing.,0
1722,"In more than 11 separate studies, the researchers showed that all kinds of people hated being left alone to think – it doesn’t matter what their age, education or income is, or how often they use smartphones or social media.",0
1723,"Researcher Timothy Wilson said that the results were probably not because of the speed of modern life or because of mobile phones and social media. Instead, he said those things might be popular because we feel we need to do something and hate doing nothing.",0
1724,"During the first experiments, students were taken into a room and told to think. They were alone, without their phones, books or anything to write with. The only rules were that they had to stay sitting and not fall asleep. They were told that they would have six to 15 minutes alone.",0
1725,The students were questioned at the end of the experiment. Most of them did not enjoy the experience. They found it difficult to concentrate  and their minds wandered.,0
1726,"The researchers did the experiment again with people at home. They got similar results. Surprisingly, people found it even more difficult and they cheated by getting up from their chair or checking their phones.",0
1727,"The researchers did the study again with more than 100 people, aged 18 to 77, from a church and a farmers’ market. They also disliked just sitting and thinking.",0
1728,"But, there was an even more surprising result. To check if people might prefer something bad to nothing at all, the students had the possibility of giving themselves a mild electric shock.",0
1729,"Before the experiment, all the students said they would pay to avoid mild electric shocks.",0
1730,But 12 of 18 men gave themselves electric shocks and six of 24 women gave themselves electric shocks.,0
1731,"The scientists were surprised. They said that being alone with their thoughts was so hard for many participants that they gave themselves an electric shock, something the participants had said they would pay not to get.",0
1732,"Jessica Andrews-Hanna at the University of Colorado said many students would probably give themselves an electric shock to make a boring lecture more exciting. But, she says we need to know more about Wilson’s study.",0
1733,"“Imagine – a person is told to sit in a chair with wires attached to their skin and a button that will give them a harmless but uncomfortable shock, and they are told to just sit there with their thoughts,” she said.",0
1734,"“As they sit there, their mind starts to wander and naturally they think about that shock – was it really that bad?”",0
1735,,0
1736,"﻿When you enter a department store, cameras are watching you. If you pick something up, a camera will make sure you don’t put it into your bag. Cameras will follow you around the store. But new technology is less focused on shoplifting and more interested in your age, gender and shopping habits.",0
1737,"A few months ago, IT company Computer Sciences Corporation (CSC) wrote a report that said around 30% of stores use facial recognition technology to track customers in shops. Facial recognition is a technology that can identify people – it analyses and compares people’s faces. Shops use special cameras for this, like the Intel RealSense camera.",0
1738,"Joe Jensen, who works for Intel, says that the aim of using RealSense technology in shops is not to get information about specific people’s lives but to understand, in general, people’s lifestyles and shopping habits. “We don’t need to know a particular shopper. We need to know what characteristics this shopper has and that, when those characteristics are present, this is what a person usually does.”",0
1739,"This technology makes it possible to predict what a person may or may not do in a shop. If, for example, a woman is walking quickly towards the sock section, a store can automatically put ads on screens specifically for that person. If she looks like the type of person who wants to buy socks, they will show her adverts for socks.",0
1740,"If it sounds familiar, it’s because the internet has been using techniques like these for years. If you search for something on Amazon, you’ll get ads for similar products on other sites. But it’s not easy to use these systems in shops. People do not react to cameras in the same way as they do to cookies on websites.",0
1741,"One company, Hoxton Analytics, has developed a technology that puts people into categories based on the shoes they are wearing. By analysing the style and size of people’s shoes, the system can identify a customer ’s gender with 75-80% accuracy.",0
1742,"Owen McCormack, Hoxton Analytics CEO, says that they wanted the system to be different from facial recognition. “I thought, why don’t we simply look at the clothes someone’s wearing? ” he said. “If I just showed you a photo of someone’s body, you could probably tell me what gender they are. But pointing a camera at someone’s body feels just as creepy as facial recognition. The idea was – what about people’s shoes?”",0
1743,People use the word “creepy” a lot during discussions of tracking in stores. Stores need to find a way of getting information without seeming intrusive.,0
1744,"McCormack says, “Right now, shops are doing lots of intrusive things but we just don’t know about it. We tell the shops that, if you know someone’s a male or a female, your advertising will work better. If you know that everyone in your shop right now is a male, you’ll advertise PlayStations not hairdryers.”",0
1745,It is easy to understand that stores want some of the information online stores collect. We allow this to happen online so why not in shops? But shopping centres are different from websites – you walk from one shop to another without a computer asking you if it’s ok to collect information about you.,0
1746,"But young people who are growing up with online shopping do not think online advertising is invasive. In the CSC report, a survey showed that 72% of people aged 55 or more said they were very uncomfortable with these types of technologies in real shops. But only 51% of 16-24 year olds said they were uncomfortable. In any case, there are more and more eyes watching you and they care a lot about what you’re wearing.",0
1747,﻿1 Race engineer,0
1748,A race engineer takes information from the driver and gives it to the mechanics.,0
1749,"Typical salary: You start at £25,000 and very soon earn more than £40,000 with just a few years’ experience. Senior race engineers earn £50,000 to £90,000.",0
1750,"What the job involves: “A race engineer is the interpreter between the race-car mechanics and the driver,” says race engineer Jamie Muir. “The engineer takes feedback from the driver, analyses the data and gives this to the mechanics.”",0
1751,"Qualifications: A university degree, usually in automotive/mechanical engineering or motorsport technology. Hands-on experience is essential.",0
1752,"To succeed as a race engineer, you need … to be able to work under pressure.",0
1753,"Worst thing about the job: The long hours. “Race engineers work 24/7,” says Chris Aylett, CEO of the Motorsport Industry Association.",0
1754,2 Ethical hacker,0
1755,"Typical salary: A newly qualified hacker will usually have a minimum salary of £35,000 to £50,000. This rises to £60,000 to £90,000 when they become team leader.",0
1756,What the job involves: A company pays an ethical hacker to hack into its computer system to see how well it might fight a real attack.,0
1757,Qualifications: You don’t need a degree in computer science. The industry accepts people with a very wide range of qualifications and skills.,0
1758,"To succeed as an ethical hacker, you need … a passion for technology and detail. You should also enjoy solving difficult problems.",0
1759,Worst thing about the job: When you are testing the security of a new customer ’s network and you find that they have already been hacked.,0
1760,3 Bomb-disposal diver,0
1761,"Typical salary: In the private sector, you can earn up to £100,000 working just two months out of every three.",0
1762,"What the job involves: You descend to the sea  ed and look for unexploded bombs and mines. Then, you safely collect the weapons or safely dispose of them.",0
1763,"Qualifications: To dive offshore, you must have diving qualifications. To be able to dispose of the bombs safely, you’ll also need a special qualification and years of experience.",0
1764,"To succeed as a bomb-disposal diver, you need … to be calm in stressful situations. You work alone under water, with zero visibility and, if you don’t like living in small spaces with lots of other people, this job is not for you.",0
1765,Worst thing about the job: You will be away from home for at least six months of the year.,0
1766,4 Social engineer,0
1767,"Typical salary: Graduates start on £25,000. Your salary will rise to between £50,000 and £80,000.",0
1768,The job: Companies pay a social engineer to try to trick their employees and make them give the engineer secret information.,0
1769,"Qualifications: Usually, social engineers have a degree in IT but an understanding of psychology is also useful.",0
1770,"To succeed as a social engineer, you need … to be a good liar. You also need to have strong personal ethics and to understand the law.",0
1771,Worst thing about the job: Other people may misunderstand your job: social engineers are not spies but most people think they are.,0
1772,5 Power-line helicopter pilot,0
1773,"Typical salary: £65,000",0
1774,The job: To fly close to power lines in a helicopter so that someone can check the lines with a camera.,0
1775,"Qualifications: A private-helicopter-pilot licence, a commercial pilot’s licence and around 2,000 hours of experience flying at low levels.",0
1776,"To succeed as a power-line helicopter pilot, you need … a steady hand and to stay calm in difficult situations. Pilots often have to fly next to the power line, sometimes as little as 20 feet away and just 30 feet off the ground.",0
1777,"Worst thing about the job: “There are no negatives,” says helicopter pilot Robin Tutcher.",0
1778,6 Private butler,0
1779,"Typical salary: £60,000 to £90,000",0
1780,"The job: An employer can ask a private butler to do anything from managing other staff, serving at every meal, running errands and looking after guests to booking restaurants, house security, housekeeping and cooking.",0
1781,Qualifications: You don’t need any qualifications but you can do a special course.,0
1782,"To succeed as a butler, you need … to enjoy looking after other people.",0
1783,Worst thing about the job: Long hours and an unpredictable work schedule mean it’s difficult to have a family life.,0
1784,"﻿The average six-year-old child understands more about digital technology than a 45-year-old adult, a new report says.",0
1785,"The arrival of broadband in the year 2000 has created a generation of digital natives, Ofcom (which checks standards in the UK communications industries) says in its report. These children, who were born in the new millennium, are learning how to use smartphones and tablets before they can talk.",0
1786,"Jane Rumble from Ofcom said that, because they are growing up in the digital age, children’s communication habits are different from older generations, even from the 16-to-24 age group.",0
1787,"800 children and 2,000 adults took Ofcom’s “digital quotient”, or DQ, test. The test finds out how much people know about tablets, smart watches, superfast internet, 4G mobile-phone networks and mobile apps. It also tries to find out how happy they feel about using them.",0
1788,"In 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98. Adults aged between 45 and 49 scored an average of 96. Digital understanding is highest between 14 and 15 years old – this age group have an average DQ of 113.",0
1789,People can now test their digital knowledge with a short version of the questionnaire. It will give anyone a DQ score. The website also gives people advice on how to improve their understanding and protect themselves and their families online.,0
1790,The ways in which children contact each other are very different from older generations.,0
1791,"The biggest change is in time spent talking on the phone. Twenty years ago, teenagers spent their evenings on the home telephone line, talking about love and friendships in conversations that lasted for hours.",0
1792,"But, now, for children aged 12 to 15, phone calls make up just 3% of time spent communicating  through any device. For all adults, this rises to 20% and, for young adults, it is 9%. Today’s children communicate most by sending written messages or through sharing photographs and videos.",0
1793,"Over 90% of the time they spend using devices is spent sending messages: chatting on social networks like Facebook, sending instant messages through services like WhatsApp or even sending traditional mobile-phone text messages. Just 2% of children’s time using devices is spent emailing. Adults spent 33% of their time using devices emailing.",0
